sample_id,sample_type,date_collected,cov_detected,genus,clade,accession_number,strain,sample_d,recapture_bats_infection_status,gender,age,fa_mm,mass_g,fmi_kg_m2,reproductive_status,reproductive_condition,teat_assessment,comments_ra_rousettus_aegyptiacus,decisions_based_on_data_sheets,x21,x22
UPE 389,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 391,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 392,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 393,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 394,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 395,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 396,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 397,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 398,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 399,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 400,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 401,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 402,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 403,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 404,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 405,Faecal pool (x3),2017-11-08T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 425,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 426,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 427,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 428,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 429,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 430,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 431,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 432,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 433,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 434,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 435,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 436,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 437,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 438,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 439,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 440,Faecal pool (x3),2017-12-05T00:00:00Z,1,alpha,1,MZ547454,BtCoV/Rousettus/LP/RSA/UPE440/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 441,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 442,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 443,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 444,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 445,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 446,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 447,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 448,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 449,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 450,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 451,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 452,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 453,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 454,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 455,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 456,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 457,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 458,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 459,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 490,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 491,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 492,Faecal pool (x3),2017-12-05T00:00:00Z,1,beta,2,MZ547510,BtCoV/Rousettus/LP/RSA/UPE492/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 493,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 494,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 495,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 496,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 497,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 498,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 499,Faecal pool (x3),2017-12-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 538,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 539,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 540,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 541,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 542,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 543,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 544,Faecal pool (x3),2018-01-24T00:00:00Z,1,alpha,1,MZ547471,BtCoV/Rousettus/LP/RSA/UPE544/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 545,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 546,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 547,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 548,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 549,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 550,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 551,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 552,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 553,Faecal pool (x3),2018-01-24T00:00:00Z,1,beta,4,-,Rodent CoV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 554,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 555,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 556,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 557,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 558,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 559,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 560,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 561,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 562,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 563,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 564,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 565,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 566,Faecal pool (x3),2018-01-24T00:00:00Z,1,alpha,1,MZ547458,BtCoV/Rousettus/LP/RSA/UPE566/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 567,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 568,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 569,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 570,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 571,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 572,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 573,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 574,Faecal pool (x3),2018-01-24T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 631,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 632,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 633,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547511,BtCoV/Rousettus/LP/RSA/UPE633/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 634,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 635,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 636,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 637,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 638,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 639,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547512,BtCoV/Rousettus/LP/RSA/UPE639/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 640,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 641,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547576,BtCoV/Rousettus/LP/RSA/UPE641/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 642,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 643,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 644,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 645,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547513,BtCoV/Rousettus/LP/RSA/UPE645/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 646,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 647,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547514,BtCoV/Rousettus/LP/RSA/UPE647/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 648,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 649,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 650,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 651,Faecal pool (x3),2018-02-07T00:00:00Z,1,alpha,1,MZ547472,BtCoV/Rousettus/LP/RSA/UPE651/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 652,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 653,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 654,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547515,BtCoV/Rousettus/LP/RSA/UPE654/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 655,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 656,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547516,BtCoV/Rousettus/LP/RSA/UPE656/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 657,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547517,BtCoV/Rousettus/LP/RSA/UPE657/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 658,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 659,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 660,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 661,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547518,BtCoV/Rousettus/LP/RSA/UPE661/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 662,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 663,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 664,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 665,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 666,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 667,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 668,Faecal pool (x3),2018-02-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 669,Faecal pool (x3),2018-02-07T00:00:00Z,1,beta,2,MZ547519,BtCoV/Rousettus/LP/RSA/UPE669/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 691,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 692,Faecal pool (x3),2018-03-06T00:00:00Z,1,beta,2,MZ547520,BtCoV/Rousettus/LP/RSA/UPE692/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 693,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 694,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 695,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 696,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 697,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 698,Faecal pool (x3),2018-03-06T00:00:00Z,1,alpha,1,MZ547453,BtCoV/Rousettus/LP/RSA/UPE698/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 699,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 700,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 701,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 702,Faecal pool (x3),2018-03-06T00:00:00Z,1,beta,2,MZ547648,BtCoV/Rousettus/LP/RSA/UPE702/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 703,Faecal pool (x3),2018-03-06T00:00:00Z,1,beta,2,MZ547521,BtCoV/Rousettus/LP/RSA/UPE703/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 704,Faecal pool (x3),2018-03-06T00:00:00Z,1,alpha,1,MZ547473,BtCoV/Rousettus/LP/RSA/UPE704/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 705,Faecal pool (x3),2018-03-06T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
